ID,Timestamp,Tweet URL,Group,Collector,Category,Topic,Keywords,Account handle,Account name,Account bio,Account type,Joined,Following,Followers,Location,Tweet,Tweet Translated,Tweet Type,Date posted,Screenshot,Content type,Likes,Replies,Retweets,Quote Tweets,Views,Rating,Reasoning,Remarks,Reviewer,"Review


Incomplete data"
31-156,30/03/23 15:54:44,https://twitter.com/robotron1964/status/1469091156772343811,31,"Isaig, Jemimah Mae",RBRD,Leni cheated during the 2016 General Election,"fakevp, mandaraya, 2016, leni, cheater, vp, robredo",@robotron1964,robotron,,Anonymous,06/23,1,2,Uranus,"#smartMagic pa rin gagamitin sa eleksyon!? nalololoko na ba kayo?? ginamit na sa dayaan yan noong 2016 tas gagamitin uli!

#Philippines #BBMSARA2022 #Filipino",,"Text, Reply",2021-12-09T23:46:40.000Z,https://ibb.co/CMk6jjq,Emotional,0,0,0,0,,,The tweet accusing Robredo of cheating in the 2016 election is a mis/disinformation since Presidential Electoral Tribunal (PET) junks the electoral protest of Marcos Jr. against Robredo since Marcos failed to prove his case that there was massive cheating in the 2016 elections [https://pressone.ph/fact-check-2016-vice-presidency-was-not-stolen-from-marcos/},,Pesky-Starfish,Incorect format
31-157,30/03/23 15:54:44,https://twitter.com/GraceEverlast/status/1469683986746073092,31,"Isaig, Jemimah Mae",RBRD,Leni cheated during the 2016 General Election,"fakevp, mandaraya, 2016, leni, cheater, vp, robredo",@GraceEverlast,Emily Lu G.,#CelebrateLife #DreamsDoComeTrue,Anonymous,03/23,429,614,Dasmariñas,"#FakeVP dahil ninakaw lang po karamihan ng 2016 Votes nya!  Malinis daw sya sabi ng SHUNGA PinkLIARS 

#NeverAgain  #Leni2022 
#BilangPilipino2022 
#WeDecide   
#TheFilipinoVotes 
#KakamPinkSa2022 ",,"Text, Reply, Image",2021-12-11T15:02:22.000Z,https://ibb.co/n7q5qV5,Emotional,1,0,1,0,,,The tweet accusing Robredo of cheating in the 2016 election is a mis/disinformation since Presidential Electoral Tribunal (PET) junks the electoral protest of Marcos Jr. against Robredo since Marcos failed to prove his case that there was massive cheating in the 2016 elections [https://pressone.ph/fact-check-2016-vice-presidency-was-not-stolen-from-marcos/},,Pesky-Starfish,Incorect format
31-158,30/03/23 15:54:44,https://twitter.com/GraceEverlast/status/1469700396427857920,31,"Isaig, Jemimah Mae",RBRD,Leni cheated during the 2016 General Election,"fakevp, mandaraya, 2016, leni, cheater, vp, robredo",@GraceEverlast,Emily Lu G.,#CelebrateLife #DreamsDoComeTrue,Anonymous,03/23,429,614,Dasmariñas,"Nung 2016, itong BOBANG to eh NAGNAKAW NG VOTES! Corrupt din sya! 

#LeniLugaw   #FakeVP ",,"Text, Reply, Image",2021-12-11T16:07:34.000Z,https://ibb.co/n6sD9ww,Emotional,1,1,0,0,,,The tweet accusing Robredo of cheating in the 2016 election is a mis/disinformation since Presidential Electoral Tribunal (PET) junks the electoral protest of Marcos Jr. against Robredo since Marcos failed to prove his case that there was massive cheating in the 2016 elections [https://pressone.ph/fact-check-2016-vice-presidency-was-not-stolen-from-marcos/},,Pesky-Starfish,Incorect format
31-159,30/03/23 15:54:44,https://twitter.com/GraceEverlast/status/1470033671864258561,31,"Isaig, Jemimah Mae",RBRD,Leni cheated during the 2016 General Election,"fakevp, mandaraya, 2016, leni, cheater, vp, robredo",@GraceEverlast,Emily Lu G.,#CelebrateLife #DreamsDoComeTrue,Anonymous,03/23,429,614,Dasmariñas,"KULELAT ang INA nyong SHUNGA! NANDAYA nun 2016 si #FAKEVP; Ngayon DI SYA LALABAN NANG PATAS, kaya GUSTO nyo DQ  LeniLOSER FOR SURE NA! 

#BilangPilipino2022 
#WeDecide 
#TheFilipinoVotes
#Halalan2022
@COMELEC
 

Photos  CTTO",,"Text, Reply, Image",2021-12-12T14:11:53.000Z,https://ibb.co/NZJ2Qs8,Emotional,1,0,5,0,,,The tweet accusing Robredo of cheating in the 2016 election is a mis/disinformation since Presidential Electoral Tribunal (PET) junks the electoral protest of Marcos Jr. against Robredo since Marcos failed to prove his case that there was massive cheating in the 2016 elections [https://pressone.ph/fact-check-2016-vice-presidency-was-not-stolen-from-marcos/},,Pesky-Starfish,Incorect format
31-160,22/03/23 15:10:46,https://twitter.com/quoleetz/status/730522692986769408,31,"Marinas, Gabriel Kenneth",RBRD,Leni cheated during the 2016 General Election,"fakevp, mandaraya, 2016, leni, cheater, vp, robredo",@quoleetz,sunshine,jologs,Anonymous,03/23,72,14,laguna,"daya po more kapal ng muka mo leni kung sa pandaraya ka mananalo...
#lenimandaraya
#NOTOLP
#BBMPARIN
#BBM4VP http://fb.me/NENV764N",,"Text, URL",11/05/16 22:19,,Emotional,1,0,0,,,,The tweet is a mis/disinformation since PET junks the electoral protest of Marcos Jr. against Robredo since Marcos failed to prove his case that there was massive cheating in the 2016 elections [https://pressone.ph/fact-check-2016-vice-presidency-was-not-stolen-from-marcos/},,Pesky-Starfish,Incorect format
31-161,22/03/23 15:10:46,https://twitter.com/ChicChic0704/status/731061367457751040,31,"Marinas, Gabriel Kenneth",RBRD,Leni cheated during the 2016 General Election,"fakevp, mandaraya, 2016, leni, cheater, vp, robredo",@ChicChic0704,Chic,,Anonymous,06/23,40,14,,#LENI VP NG BAYAN sa tulong ng #Smartmagic,,Text,13/05/2016 09:59:47,,"Rational, Emotional",0,0,0,,,,The tweet is a mis-information since PET junks the electoral protest of Marcos Jr. against Robredo since Marcos failed to prove his case that there was massive cheating in the 2016 elections [https://pressone.ph/fact-check-2016-vice-presidency-was-not-stolen-from-marcos/},No bio and location,Pesky-Starfish,Incorect format
31-162,22/03/23 15:10:46,https://twitter.com/laaabliii/status/731143826409021440,31,"Marinas, Gabriel Kenneth",RBRD,Leni cheated during the 2016 General Election,"fakevp, mandaraya, 2016, leni, cheater, vp, robredo",@laaabliii,LJ Villamor,"Anyone can admire your frame, but it takes a real person to understand the portrait.",Identified,09/23,165,270,Republic of the Philippines,"Infairness, consistent sila sa 200k - 215k na lead ni Leni, kay BBM. Nahiya naman daw kase ang comelec. Tssk #SmartMagic",,Text,13/05/2016 15:27:26,,Emotional,0,0,0,,,,The tweet is a mis-information since PET junks the electoral protest of Marcos Jr. against Robredo since Marcos failed to prove his case that there was massive cheating in the 2016 elections [https://pressone.ph/fact-check-2016-vice-presidency-was-not-stolen-from-marcos/},,Pesky-Starfish,Incorect format
31-163,22/03/23 15:10:46,https://twitter.com/yamgishi/status/737097371520094208,31,"Marinas, Gabriel Kenneth",RBRD,Leni cheated during the 2016 General Election,"fakevp, mandaraya, 2016, leni, cheater, vp, robredo",@yamgishi,れだ 山岸,私は 優しいです あなたには優しいですか？,Identified,10/23,"4,997","3,028",,! Correct ka dyan Leni is a #FakeVP #WEVOTEDBBM  is a real Vice President!,,"Text, Reply",30/05/2016 01:44:42,,Rational,2,0,2,,,,The tweet is a mis-information since PET junks the electoral protest of Marcos Jr. against Robredo since Marcos failed to prove his case that there was massive cheating in the 2016 elections [https://pressone.ph/fact-check-2016-vice-presidency-was-not-stolen-from-marcos/},No location,Pesky-Starfish,Incorect format
31-164,22/03/23 15:10:46,https://twitter.com/dazzel_gonzaga/status/737199042380353540,31,"Marinas, Gabriel Kenneth",RBRD,Leni cheated during the 2016 General Election,"fakevp, mandaraya, 2016, leni, cheater, vp, robredo",@dazzel_gonzaga,dazzel gonzaga,some people are meant to fall inlove with each other but not meant to be together..,Identified,09/23,52,21,amman jordan,Robredo for #Smartmagic,,Text,30/05/2016 08:28:42,,Emotional,0,0,0,,,,The tweet is a mis/disinformation since PET junks the electoral protest of Marcos Jr. against Robredo since Marcos failed to prove his case that there was massive cheating in the 2016 elections [https://pressone.ph/fact-check-2016-vice-presidency-was-not-stolen-from-marcos/},,Pesky-Starfish,Incorect format
31-165,22/03/23 15:10:46,https://twitter.com/MyAshleySmith/status/737212631082258432,31,"Marinas, Gabriel Kenneth",RBRD,Leni cheated during the 2016 General Election,"fakevp, mandaraya, 2016, leni, cheater, vp, robredo",@MyAshleySmith,𝐀𝐒𝐇𝐈𝐄 ❥☆꧂,wanderer. dreamer. believer.,Anonymous,03/23,650,494,,@lenirobred -- the Newly SELECTED VP of the Rep of the Philippines! What a shame! #FakeVP #fraud,,"Text, Reply",30/05/2016 09:22:42,,"Rational, Emotional",0,0,0,,,,The hashtag is a mis-information since PET junks the electoral protest of Marcos Jr. against Robredo since Marcos failed to prove his case that there was massive cheating in the 2016 elections [https://pressone.ph/fact-check-2016-vice-presidency-was-not-stolen-from-marcos/},No location,Pesky-Starfish,Incorect format
31-166,22/03/23 15:10:46,https://twitter.com/MichelleAYu9/status/737260477852569600,31,"Marinas, Gabriel Kenneth",RBRD,Leni cheated during the 2016 General Election,"fakevp, mandaraya, 2016, leni, cheater, vp, robredo",@MichelleAYu9,Michelle A Yu,,Identified,05/23,71,3,"England, United Kingdom",In China is wellknown in fake products. In Philippines is fake In VP.#tv5 #gmanewsonline #24Oras #FakeVP #madebypcos,,Text,30/05/2016 12:32:50,,Rational,0,0,0,,,,The tweet is a mis-information since PET junks the electoral protest of Marcos Jr. against Robredo since Marcos failed to prove his case that there was massive cheating in the 2016 elections [https://pressone.ph/fact-check-2016-vice-presidency-was-not-stolen-from-marcos/},No bio,Pesky-Starfish,Incorect format
31-167,22/03/23 16:58:34,https://twitter.com/my_sassy_grace/status/802903738046291968,31,"Marinas, Gabriel Kenneth",RBRD,Leni cheated during the 2016 General Election,"fakevp, mandaraya, 2016, leni, cheater, vp, robredo",@my_sassy_grace,G Punzalan,patriot,Identified,02/23,359,75,"Manila, Philippines",sus miyo day. Magtrabaho ka na nga lang. Dami mong satsat! Ikaw ang 'thief of the night' anu ba? #FakeVP #DiNaUsoTangaNgayon,,"Text, Reply",27/11/2016 15:55:43,,Emotional,0,0,0,,,,The hashtag is a mis/disinformation since PET junks the electoral protest of Marcos Jr. against Robredo since Marcos failed to prove his case that there was massive cheating in the 2016 elections [https://pressone.ph/fact-check-2016-vice-presidency-was-not-stolen-from-marcos/},,Pesky-Starfish,Incorect format
31-168,22/03/23 16:58:34,https://twitter.com/JohnSapiera/status/805383699483066368,31,"Marinas, Gabriel Kenneth",RBRD,Leni cheated during the 2016 General Election,"fakevp, mandaraya, 2016, leni, cheater, vp, robredo",@JohnSapiera,John Sapiera,This 2022 maybe I teach my self how to control my temper and disregard all hindrance in order to success.,Identified,05/23,"1,352",479,Cebu City,"start with a call end with a text. 
@lenirobredo
 #Sadlife #PCOSMACHINE #FakeVP",,Text,04/12/16 12:10,,"Emotional, Rational",0,0,0,,,,The tweet is a mis/disinformation since PET junks the electoral protest of Marcos Jr. against Robredo since Marcos failed to prove his case that there was massive cheating in the 2016 elections [https://pressone.ph/fact-check-2016-vice-presidency-was-not-stolen-from-marcos/},,Pesky-Starfish,Incorect format
31-169,22/03/23 16:58:34,https://twitter.com/vycbm0218/status/805566559569616896,31,"Marinas, Gabriel Kenneth",RBRD,Leni cheated during the 2016 General Election,"fakevp, mandaraya, 2016, leni, cheater, vp, robredo",@vycbm0218,VJBM18,Ituloy ang pagbabago PBBM x VPSara #UniTeam,Anonymous,06/23,"1,203",664,"Balud, Masbate","sige nga....bakit takot siya sa recount
#FakeVP",,"Text, Reply",05/12/16 0:16,,Emotional,0,0,2,,,,The tweet is a mis/disinformation since PET junks the electoral protest of Marcos Jr. against Robredo since Marcos failed to prove his case that there was massive cheating in the 2016 elections [https://pressone.ph/fact-check-2016-vice-presidency-was-not-stolen-from-marcos/},,Pesky-Starfish,Incorect format
31-170,22/03/23 16:58:34,https://twitter.com/richvinz/status/805588760066801664,31,"Marinas, Gabriel Kenneth",RBRD,Leni cheated during the 2016 General Election,"fakevp, mandaraya, 2016, leni, cheater, vp, robredo",@richvinz,sadsf,How do you like your eggs in the morning?,Anonymous,09/23,76,6,,"Like a thief in the night.. Natulog lang kami ikaw na VP, #SmartMagic",,"Text, Reply",05/12/16 1:45,,"Emotional, Rational",0,1,0,,,,The tweet is a mis/disinformation since PET junks the electoral protest of Marcos Jr. against Robredo since Marcos failed to prove his case that there was massive cheating in the 2016 elections [https://pressone.ph/fact-check-2016-vice-presidency-was-not-stolen-from-marcos/},No location,Pesky-Starfish,Incorect format
31-171,22/03/23 16:58:34,https://twitter.com/mayumi_penpen21/status/806513315207790592,31,"Marinas, Gabriel Kenneth",RBRD,Leni cheated during the 2016 General Election,"fakevp, mandaraya, 2016, leni, cheater, vp, robredo",@mayumi_penpen21,Josephine Gimoro,We are FANATICS to the TRUTH. We are FANATICS to the FILIPINO PEOPLE. We are DDS & BBM Supporters,Media,01/23,410,759,東京 練馬区,Leni is a #FakeVP  #ResignVPLeni if you are really concern with our country The Philippines  #DU30BBM4PH,,"Text, Reply",07/12/16 14:58,,"Emotional, Rational",3,0,0,,,,The tweet is a mis/disinformation since PET junks the electoral protest of Marcos Jr. against Robredo since Marcos failed to prove his case that there was massive cheating in the 2016 elections [https://pressone.ph/fact-check-2016-vice-presidency-was-not-stolen-from-marcos/},,Pesky-Starfish,Incorect format
31-172,24/03/23 00:27:53,https://twitter.com/FelyKow/status/861847608796471297,31,"Marinas, Gabriel Kenneth",RBRD,Leni cheated during the 2016 General Election,"fakevp, mandaraya, 2016, leni, cheater, vp, robredo",@FelyKow,Fely Surpaw,"Happy person, loaded with optimism, lover of nature",Anonymous,04/23,243,87,,The day when they robbed millions of votes from the Filipinos for the #FakeVP #NationalDayaanDay,,"Text, Reply",09/05/17 7:37,,Rational,2,0,1,,,,The tweet is a mis/disinformation since PET junks the electoral protest of Marcos Jr. against Robredo since Marcos failed to prove his case that there was massive cheating in the 2016 elections [https://pressone.ph/fact-check-2016-vice-presidency-was-not-stolen-from-marcos/},No location,Pesky-Starfish,Incorect format
31-173,24/03/23 00:27:53,https://twitter.com/braulz73/status/862085262427303939,31,"Marinas, Gabriel Kenneth",RBRD,Leni cheated during the 2016 General Election,"fakevp, mandaraya, 2016, leni, cheater, vp, robredo",@braulz73,Blaire Ejercito,"Filipino 100%
Realist
Free Thinker",Anonymous,03/23,108,5,Negros,"Robredo deceived the People by becoming the VP like a thief in the night.
#FakeVP",,"Text, Reply",09/05/17 23:21,,"Emotional, Rational",0,0,0,,,,The tweet is a mis/disinformation since PET junks the electoral protest of Marcos Jr. against Robredo since Marcos failed to prove his case that there was massive cheating in the 2016 elections [https://pressone.ph/fact-check-2016-vice-presidency-was-not-stolen-from-marcos/},,Pesky-Starfish,Incorect format
31-174,24/03/23 00:27:53,https://twitter.com/yamgishi/status/868961527730130944,31,"Marinas, Gabriel Kenneth",RBRD,Leni cheated during the 2016 General Election,"fakevp, mandaraya, 2016, leni, cheater, vp, robredo",@yamgishi,れだ 山岸,私は 優しいです あなたには優しいですか？,Identified,10/23,"4,996","3,025",,#LeniTutaNgLP a true puppet of LP Leni Robredo #FakeVP win by PCS Machine manipulated by Panot Aquino! #DefendPhRepublic,,"Text, Reply",28/05/2017 22:45:47,,"Emotional, Rational",3,1,1,,,,The tweet is a mis/disinformation since PET junks the electoral protest of Marcos Jr. against Robredo since Marcos failed to prove his case that there was massive cheating in the 2016 elections [https://pressone.ph/fact-check-2016-vice-presidency-was-not-stolen-from-marcos/},No location,Pesky-Starfish,Incorect format
31-175,24/03/23 00:27:53,https://twitter.com/yamgishi/status/870466833152749568,31,"Marinas, Gabriel Kenneth",RBRD,Leni cheated during the 2016 General Election,"fakevp, mandaraya, 2016, leni, cheater, vp, robredo",@yamgishi,れだ 山岸,私は 優しいです あなたには優しいですか？,Identified,10/23,"4,996","3,025",,#RecountVP #ResignLeniRobredo because you are #FakeVP,,"Text, Reply",02/06/17 2:27,,Rational,2,0,2,,,,The tweet is a mis/disinformation since PET junks the electoral protest of Marcos Jr. against Robredo since Marcos failed to prove his case that there was massive cheating in the 2016 elections [https://pressone.ph/fact-check-2016-vice-presidency-was-not-stolen-from-marcos/},No location,Pesky-Starfish,Incorect format
31-176,24/03/23 00:27:53,https://twitter.com/yamgishi/status/876642152175910912,31,"Marinas, Gabriel Kenneth",RBRD,Leni cheated during the 2016 General Election,"fakevp, mandaraya, 2016, leni, cheater, vp, robredo",@yamgishi,れだ 山岸,私は 優しいです あなたには優しいですか？,Identified,10/23,"4,996","3,025",,FY Leni Robredo PCS Machine your a garbage Politician! #ImpeachLeniRobredo because she is #FakeVP puppet of Panot Aquino and Oligarchs,,"Text, Reply",19/06/2017 03:25:50,,"Emotional, Rational",4,0,3,,,,The tweet is a mis/disinformation since PET junks the electoral protest of Marcos Jr. against Robredo since Marcos failed to prove his case that there was massive cheating in the 2016 elections [https://pressone.ph/fact-check-2016-vice-presidency-was-not-stolen-from-marcos/},No location,Pesky-Starfish,Incorect format
